x,y,z,Fz
41,95,62,6.22316173e+01
41,95,63,6.00312092e+01
41,95,64,nan
41,95,65,nan
41,95,66,6.06987278e+01
41,95,67,nan
41,95,68,nan
41,95,69,5.96267323e+01
41,95,70,5.95428363e+01
41,95,71,5.83034626e+01
41,95,72,nan
41,95,73,nan
41,95,74,6.00890580e+01
41,95,75,nan
41,95,76,nan
41,95,77,nan
41,95,78,nan
41,95,79,5.91168802e+01
41,95,80,6.30686806e+01
41,95,81,nan
41,95,82,nan
41,95,83,5.90423100e+01
41,95,84,6.00918339e+01
41,95,85,5.95168951e+01
41,95,86,nan
41,95,87,nan
41,95,88,5.81103099e+01
41,95,89,5.88234173e+01
41,95,90,5.93166457e+01
41,95,91,5.51742279e+01
41,95,92,nan
41,95,93,nan
41,95,94,5.76699877e+01
41,95,95,6.04309966e+01
41,95,96,5.89354382e+01
41,95,97,nan
41,95,98,6.10310516e+01
41,95,99,nan
41,96,0,5.45744072e+01
41,96,1,nan
41,96,2,nan
41,96,3,5.78219100e+01
41,96,4,6.02800521e+01
41,96,5,6.08510036e+01
41,96,6,nan
41,96,7,nan
41,96,8,5.72884692e+01
41,96,9,nan
41,96,10,6.07121733e+01
41,96,11,5.98172621e+01
41,96,12,nan
41,96,13,6.38342469e+01
41,96,14,nan
41,96,15,nan
41,96,16,nan
41,96,17,nan
41,96,18,5.75679089e+01
41,96,19,6.23972833e+01
41,96,20,6.13570794e+01
41,96,21,nan
41,96,22,nan
41,96,23,nan
41,96,24,nan
41,96,25,6.06273631e+01
41,96,26,6.03502230e+01
41,96,27,5.63402613e+01
41,96,28,nan
41,96,29,6.06128305e+01
41,96,30,nan
41,96,31,nan
41,96,32,5.79259584e+01
41,96,33,5.81054519e+01
41,96,34,nan
41,96,35,nan
41,96,36,nan
41,96,37,5.79018671e+01
41,96,38,5.88501837e+01
41,96,39,5.45113298e+01
41,96,40,5.95099707e+01
41,96,41,6.21168832e+01
41,96,42,6.22294919e+01
41,96,43,5.97588191e+01
41,96,44,5.56105965e+01
41,96,45,nan
41,96,46,nan
41,96,47,nan
41,96,48,6.42463297e+01
41,96,49,6.53976715e+01
41,96,50,5.54300807e+01
41,96,51,nan
41,96,52,nan
41,96,53,5.93557314e+01
41,96,54,nan
41,96,55,nan
41,96,56,6.00074152e+01
41,96,57,6.40971279e+01
41,96,58,nan
41,96,59,5.89193238e+01
41,96,60,nan
41,96,61,nan
41,96,62,nan
41,96,63,6.43373214e+01
41,96,64,5.74854312e+01
41,96,65,nan
41,96,66,6.24698816e+01
41,96,67,5.94912989e+01
41,96,68,nan
41,96,69,5.51112251e+01
41,96,70,6.19254185e+01
41,96,71,6.10251190e+01
41,96,72,nan
41,96,73,nan
41,96,74,nan
41,96,75,5.56821338e+01
41,96,76,nan
41,96,77,nan
41,96,78,nan
41,96,79,5.66539291e+01
41,96,80,5.85452481e+01
41,96,81,5.90958980e+01
41,96,82,5.95757754e+01
41,96,83,6.09121227e+01
41,96,84,5.67998707e+01
41,96,85,5.93407132e+01
41,96,86,5.90198281e+01
41,96,87,nan
41,96,88,nan
41,96,89,6.18233261e+01
41,96,90,5.64870439e+01
41,96,91,5.98531533e+01
41,96,92,nan
41,96,93,nan
41,96,94,6.09424527e+01
41,96,95,nan
41,96,96,nan
41,96,97,nan
41,96,98,nan
41,96,99,nan
41,97,0,nan
41,97,1,nan
41,97,2,5.82228781e+01
41,97,3,5.81921657e+01
41,97,4,5.93753204e+01
41,97,5,6.06731259e+01
41,97,6,6.33076329e+01
41,97,7,5.87054146e+01
41,97,8,nan
41,97,9,nan
41,97,10,nan
41,97,11,5.97544054e+01
41,97,12,6.17655273e+01
41,97,13,6.19554916e+01
41,97,14,5.63330487e+01
41,97,15,nan
41,97,16,6.40187102e+01
41,97,17,nan
41,97,18,6.31937933e+01
41,97,19,5.96653841e+01
41,97,20,nan
41,97,21,5.85753111e+01
41,97,22,6.01996917e+01
41,97,23,nan
41,97,24,nan
41,97,25,nan
41,97,26,5.94804576e+01
41,97,27,5.87725851e+01
41,97,28,6.24040551e+01
41,97,29,6.50559756e+01
41,97,30,nan
41,97,31,nan
41,97,32,nan
41,97,33,5.88061256e+01
41,97,34,nan
41,97,35,nan
41,97,36,nan
41,97,37,6.12240022e+01
41,97,38,5.78343874e+01
41,97,39,6.20792935e+01
41,97,40,nan
41,97,41,nan
41,97,42,nan
41,97,43,nan
41,97,44,nan
41,97,45,nan
41,97,46,5.75340891e+01
41,97,47,nan
41,97,48,nan
41,97,49,6.25418800e+01
41,97,50,6.02041974e+01
41,97,51,nan
41,97,52,5.90873807e+01
41,97,53,6.03004167e+01
41,97,54,nan
41,97,55,nan
41,97,56,5.91052543e+01
41,97,57,5.63009997e+01
41,97,58,5.82997771e+01
41,97,59,nan
41,97,60,nan
41,97,61,5.87620111e+01
41,97,62,5.80494160e+01
41,97,63,nan
41,97,64,6.24601157e+01
41,97,65,6.26683698e+01
41,97,66,6.12449854e+01
41,97,67,5.90866116e+01
41,97,68,nan
41,97,69,6.39777510e+01
41,97,70,6.41839748e+01
41,97,71,nan
41,97,72,nan
41,97,73,nan
41,97,74,5.60424377e+01
41,97,75,nan
41,97,76,nan
41,97,77,nan
41,97,78,nan
41,97,79,nan
41,97,80,5.59003162e+01
41,97,81,5.85833644e+01
41,97,82,6.06051249e+01
41,97,83,6.03877941e+01
41,97,84,nan
41,97,85,nan
41,97,86,5.99820994e+01
41,97,87,nan
41,97,88,6.27276061e+01
41,97,89,6.33218545e+01
41,97,90,6.45166516e+01
41,97,91,6.51650736e+01
41,97,92,5.72169718e+01
41,97,93,nan
41,97,94,nan
41,97,95,nan
41,97,96,6.47549345e+01
41,97,97,6.23646024e+01
41,97,98,nan
41,97,99,nan
41,98,0,nan
41,98,1,nan
41,98,2,5.80340844e+01
41,98,3,5.71120637e+01
41,98,4,5.60317513e+01
41,98,5,nan
41,98,6,6.22874204e+01
41,98,7,5.84391114e+01
41,98,8,5.95772760e+01
41,98,9,nan
41,98,10,nan
41,98,11,5.92567299e+01
41,98,12,nan
41,98,13,6.19273579e+01
41,98,14,nan
41,98,15,5.89976713e+01
41,98,16,6.31725968e+01
41,98,17,6.13881880e+01
41,98,18,nan
41,98,19,nan
41,98,20,5.89888331e+01
41,98,21,6.07738414e+01
41,98,22,6.30057023e+01
41,98,23,nan
41,98,24,6.43872306e+01
41,98,25,nan
41,98,26,nan
41,98,27,5.78530426e+01
41,98,28,nan
41,98,29,6.26334966e+01
41,98,30,6.04282303e+01
41,98,31,nan
41,98,32,nan
41,98,33,5.80634935e+01
41,98,34,nan
41,98,35,nan
41,98,36,nan
41,98,37,6.04401236e+01
41,98,38,6.05849692e+01
41,98,39,nan
41,98,40,nan
41,98,41,5.81898063e+01
41,98,42,5.64346668e+01
41,98,43,5.82570488e+01
41,98,44,nan
41,98,45,nan
41,98,46,nan
41,98,47,nan
41,98,48,nan
41,98,49,5.59712877e+01
41,98,50,5.92458545e+01
41,98,51,5.95719463e+01
41,98,52,5.71710210e+01
41,98,53,5.83893078e+01
41,98,54,5.63455408e+01
41,98,55,5.92942102e+01
41,98,56,5.98584061e+01
41,98,57,6.22905506e+01
41,98,58,6.15065485e+01
41,98,59,5.80378478e+01
41,98,60,nan
41,98,61,nan
41,98,62,5.97253392e+01
41,98,63,nan
41,98,64,6.02641031e+01
41,98,65,6.04105323e+01
41,98,66,6.21974745e+01
41,98,67,nan
41,98,68,nan
41,98,69,6.00499278e+01
41,98,70,6.06233090e+01
41,98,71,nan
41,98,72,nan
41,98,73,nan
41,98,74,nan
41,98,75,5.92370371e+01
41,98,76,5.55222029e+01
41,98,77,nan
41,98,78,6.23322003e+01
41,98,79,5.69706723e+01
41,98,80,nan
41,98,81,nan
41,98,82,6.25419138e+01
41,98,83,5.96245829e+01
41,98,84,nan
41,98,85,5.88366101e+01
41,98,86,6.45405033e+01
41,98,87,nan
41,98,88,nan
41,98,89,6.11638789e+01
41,98,90,nan
41,98,91,nan
41,98,92,nan
41,98,93,nan
41,98,94,5.87228447e+01
41,98,95,6.40738561e+01
41,98,96,6.25553126e+01
41,98,97,nan
41,98,98,nan
41,98,99,nan
41,99,0,5.50706078e+01
41,99,1,nan
41,99,2,6.25415598e+01
41,99,3,5.85072735e+01
41,99,4,nan
41,99,5,nan
41,99,6,6.43369168e+01
41,99,7,5.97650178e+01
41,99,8,nan
41,99,9,nan
41,99,10,nan
41,99,11,5.77866739e+01
41,99,12,nan
41,99,13,nan
41,99,14,5.74682000e+01
41,99,15,nan
41,99,16,6.42931399e+01
41,99,17,6.55336148e+01
41,99,18,nan
41,99,19,nan
41,99,20,nan
41,99,21,5.99719388e+01
41,99,22,5.72257898e+01
41,99,23,nan
41,99,24,nan
41,99,25,6.11180293e+01
41,99,26,5.73629536e+01
41,99,27,nan
41,99,28,6.25748859e+01
41,99,29,6.44980125e+01
41,99,30,nan
41,99,31,nan
41,99,32,nan
41,99,33,5.98156845e+01
41,99,34,5.96270589e+01
41,99,35,5.85219486e+01
41,99,36,nan
41,99,37,nan
41,99,38,5.69877195e+01
41,99,39,5.57132444e+01
41,99,40,nan
41,99,41,nan
41,99,42,5.63993840e+01
41,99,43,6.14833263e+01
41,99,44,nan
41,99,45,6.45522710e+01
41,99,46,nan
41,99,47,nan
41,99,48,nan
41,99,49,5.89430060e+01
41,99,50,5.58330504e+01
41,99,51,nan
41,99,52,nan
41,99,53,5.91685012e+01
41,99,54,5.96146145e+01
41,99,55,nan
41,99,56,nan
41,99,57,nan
41,99,58,6.45819576e+01
41,99,59,5.84840523e+01
41,99,60,nan
41,99,61,6.14510740e+01
41,99,62,nan
41,99,63,nan
41,99,64,nan
41,99,65,5.97390135e+01
41,99,66,nan
41,99,67,nan
41,99,68,nan
41,99,69,nan
41,99,70,6.14867499e+01
41,99,71,6.43954404e+01
41,99,72,nan
41,99,73,nan
41,99,74,5.84923779e+01
41,99,75,6.14910504e+01
41,99,76,5.41708434e+01
41,99,77,nan
41,99,78,nan
41,99,79,nan
41,99,80,nan
41,99,81,nan
41,99,82,5.98736771e+01
41,99,83,5.72819538e+01
41,99,84,nan
41,99,85,nan
41,99,86,5.98344684e+01
41,99,87,nan
41,99,88,6.34010101e+01
41,99,89,6.32010010e+01
41,99,90,nan
41,99,91,nan
41,99,92,5.88419320e+01
41,99,93,nan
41,99,94,5.74204028e+01
41,99,95,6.18000109e+01
41,99,96,5.99331569e+01
41,99,97,nan
41,99,98,nan
41,99,99,5.87797069e+01
42,0,0,nan
42,0,1,nan
42,0,2,6.43084504e+01
42,0,3,nan
42,0,4,nan
42,0,5,nan
42,0,6,6.22519720e+01
42,0,7,5.96368338e+01
42,0,8,nan
42,0,9,6.13803880e+01
42,0,10,5.92542286e+01
42,0,11,nan
42,0,12,5.45129097e+01
42,0,13,nan
42,0,14,5.76604478e+01
42,0,15,5.62585529e+01
42,0,16,5.91355181e+01
42,0,17,5.97728479e+01
42,0,18,5.52328051e+01
42,0,19,nan
42,0,20,nan
42,0,21,5.80556483e+01
42,0,22,5.94373630e+01
42,0,23,6.17846036e+01
42,0,24,5.73940602e+01
42,0,25,6.13432103e+01
42,0,26,nan
42,0,27,nan
42,0,28,6.47691399e+01
42,0,29,6.33305676e+01
42,0,30,nan
42,0,31,nan
42,0,32,5.83637973e+01
42,0,33,nan
42,0,34,6.03071738e+01
42,0,35,5.87653674e+01
42,0,36,nan
42,0,37,nan
42,0,38,nan
42,0,39,5.73058665e+01
42,0,40,5.60069779e+01
42,0,41,5.66729612e+01
42,0,42,nan
42,0,43,nan
42,0,44,nan
42,0,45,6.35660974e+01
42,0,46,5.57175218e+01
42,0,47,nan
42,0,48,6.06595282e+01
42,0,49,6.33971120e+01
42,0,50,6.54453805e+01
42,0,51,nan
42,0,52,nan
42,0,53,nan
42,0,54,5.75418406e+01
42,0,55,nan
42,0,56,nan
42,0,57,6.02342393e+01
42,0,58,nan
42,0,59,nan
42,0,60,5.96070785e+01
42,0,61,5.89685998e+01
42,0,62,nan
42,0,63,6.00915035e+01
42,0,64,5.95893937e+01
42,0,65,nan
42,0,66,6.31082801e+01
42,0,67,5.62720805e+01
42,0,68,nan
42,0,69,5.54381817e+01
42,0,70,6.10267528e+01
42,0,71,5.77110474e+01
42,0,72,5.82783303e+01
42,0,73,nan
42,0,74,nan
42,0,75,6.00251096e+01
42,0,76,5.66583967e+01
42,0,77,nan
42,0,78,nan
42,0,79,5.86973672e+01
42,0,80,5.54864603e+01
42,0,81,5.80610094e+01
42,0,82,5.99674174e+01
42,0,83,5.72178369e+01
42,0,84,nan
42,0,85,nan
42,0,86,6.08593208e+01
42,0,87,5.80471680e+01
42,0,88,5.87160675e+01
42,0,89,5.48633487e+01
42,0,90,nan
42,0,91,6.41028688e+01
42,0,92,5.85182530e+01
42,0,93,nan
42,0,94,5.74423247e+01
42,0,95,5.43465931e+01
42,0,96,nan
42,0,97,nan
42,0,98,5.78160836e+01
42,0,99,6.13559587e+01
42,1,0,5.57217789e+01
42,1,1,6.01090624e+01
42,1,2,5.50684356e+01
42,1,3,nan
42,1,4,6.44875018e+01
42,1,5,5.98380241e+01
42,1,6,nan
42,1,7,nan
42,1,8,6.06176273e+01
42,1,9,6.38952642e+01
42,1,10,nan
42,1,11,nan
42,1,12,nan
42,1,13,6.16200458e+01
42,1,14,5.56615595e+01
42,1,15,nan
42,1,16,5.75626241e+01
42,1,17,6.00799028e+01
42,1,18,5.31778079e+01
42,1,19,nan
42,1,20,nan
42,1,21,5.94906695e+01
42,1,22,nan
42,1,23,nan
42,1,24,5.83205817e+01
42,1,25,5.75441798e+01
42,1,26,nan
42,1,27,nan
42,1,28,nan
42,1,29,6.32920854e+01
42,1,30,5.96864035e+01
42,1,31,nan
42,1,32,6.45188368e+01
42,1,33,nan
42,1,34,nan
42,1,35,6.20868917e+01
42,1,36,nan
42,1,37,6.04841907e+01
42,1,38,nan
42,1,39,nan
42,1,40,5.81143495e+01
42,1,41,nan
42,1,42,6.05209134e+01
42,1,43,nan
42,1,44,nan
42,1,45,5.83885739e+01
42,1,46,5.87429401e+01
42,1,47,nan
42,1,48,6.34165530e+01
42,1,49,6.05058782e+01
42,1,50,6.43363338e+01
42,1,51,5.83765380e+01
42,1,52,nan
42,1,53,nan
42,1,54,6.44005954e+01
42,1,55,nan
42,1,56,nan
42,1,57,5.86542351e+01
42,1,58,nan
42,1,59,nan
42,1,60,nan
42,1,61,6.33857710e+01
42,1,62,nan
42,1,63,nan
42,1,64,nan
42,1,65,6.08998427e+01
42,1,66,6.31303383e+01
42,1,67,nan
42,1,68,nan
42,1,69,nan
42,1,70,nan
42,1,71,6.15158078e+01
42,1,72,6.08362461e+01
42,1,73,nan
42,1,74,6.09435952e+01
42,1,75,5.84594663e+01
42,1,76,nan
42,1,77,nan
42,1,78,nan
42,1,79,5.65415929e+01
42,1,80,5.93682680e+01
42,1,81,nan
42,1,82,5.68526381e+01
42,1,83,6.02567059e+01
42,1,84,5.85911927e+01
42,1,85,5.96670040e+01
42,1,86,5.93060987e+01
42,1,87,5.74424299e+01
42,1,88,nan
42,1,89,5.74942171e+01
42,1,90,nan
42,1,91,nan
42,1,92,nan
42,1,93,5.99484053e+01
42,1,94,5.69109004e+01
42,1,95,6.14835349e+01
42,1,96,nan
42,1,97,nan
42,1,98,5.90419145e+01
42,1,99,6.03300024e+01
42,2,0,5.90303831e+01
42,2,1,6.11900893e+01
42,2,2,nan
42,2,3,6.20097425e+01
42,2,4,6.55235698e+01
42,2,5,5.83436883e+01
42,2,6,nan
42,2,7,nan
42,2,8,nan
42,2,9,6.31244013e+01
42,2,10,nan
42,2,11,nan
42,2,12,6.07454075e+01
42,2,13,6.04545690e+01
42,2,14,nan
42,2,15,5.94192635e+01
42,2,16,nan
42,2,17,nan
42,2,18,5.72655768e+01
42,2,19,nan
42,2,20,6.37808502e+01
42,2,21,6.00205866e+01
42,2,22,nan
42,2,23,6.00089391e+01
42,2,24,5.66190853e+01
42,2,25,5.76732556e+01
42,2,26,nan
42,2,27,nan
42,2,28,5.92476599e+01
42,2,29,6.05221005e+01
42,2,30,nan
42,2,31,6.25184158e+01
42,2,32,6.45653983e+01
42,2,33,nan
42,2,34,nan
42,2,35,nan
42,2,36,5.96303165e+01
42,2,37,nan
42,2,38,6.14227762e+01
42,2,39,6.45392664e+01
42,2,40,6.00375167e+01
42,2,41,nan
42,2,42,nan
42,2,43,nan
42,2,44,nan
42,2,45,5.99670211e+01
42,2,46,6.21301939e+01
42,2,47,5.67705367e+01
42,2,48,nan
42,2,49,nan
42,2,50,6.32923795e+01
42,2,51,nan
42,2,52,nan
42,2,53,nan
42,2,54,5.83865868e+01
42,2,55,6.46312819e+01
42,2,56,6.05855034e+01
42,2,57,nan
42,2,58,5.69096074e+01
42,2,59,nan
42,2,60,nan
42,2,61,6.43026163e+01
42,2,62,6.45625596e+01
42,2,63,nan
42,2,64,nan
42,2,65,nan
42,2,66,6.21223155e+01
42,2,67,6.05001503e+01
42,2,68,nan
42,2,69,nan
42,2,70,nan
42,2,71,5.87696739e+01
42,2,72,5.82333872e+01
42,2,73,5.74965349e+01
42,2,74,5.98499003e+01
42,2,75,6.11758829e+01
42,2,76,nan
42,2,77,nan
42,2,78,nan
42,2,79,nan
42,2,80,nan
42,2,81,nan
42,2,82,6.11700273e+01
42,2,83,nan
42,2,84,nan
42,2,85,6.11471308e+01
42,2,86,5.49167888e+01
42,2,87,5.90346222e+01
42,2,88,5.93419260e+01
42,2,89,nan
42,2,90,nan
42,2,91,nan
42,2,92,nan
42,2,93,nan
42,2,94,6.00135434e+01
42,2,95,nan
42,2,96,6.16661332e+01
42,2,97,5.82450153e+01
42,2,98,nan
42,2,99,5.55297053e+01
42,3,0,nan
42,3,1,6.00005344e+01
42,3,2,nan
42,3,3,6.03132424e+01
42,3,4,6.36374676e+01
42,3,5,5.68942550e+01
42,3,6,nan
42,3,7,nan
42,3,8,6.32799654e+01
42,3,9,6.42336803e+01
42,3,10,nan
42,3,11,nan
42,3,12,nan
42,3,13,5.84957008e+01
42,3,14,nan
42,3,15,6.36413966e+01
42,3,16,5.65741634e+01
42,3,17,nan
42,3,18,nan
42,3,19,6.36057139e+01
42,3,20,6.27981309e+01
42,3,21,nan
42,3,22,nan
42,3,23,nan
42,3,24,5.89108652e+01
42,3,25,nan
42,3,26,nan
42,3,27,6.10292214e+01
42,3,28,5.80510673e+01
42,3,29,5.76581537e+01
42,3,30,nan
42,3,31,nan
42,3,32,6.32665044e+01
42,3,33,6.17142144e+01
42,3,34,nan
42,3,35,6.30935795e+01
42,3,36,6.09523843e+01
42,3,37,nan
42,3,38,nan
42,3,39,6.03568057e+01
42,3,40,nan
42,3,41,nan
42,3,42,6.46531935e+01
42,3,43,5.58963397e+01
42,3,44,nan
42,3,45,6.24138355e+01
42,3,46,6.13282871e+01
42,3,47,5.43532864e+01
42,3,48,nan
42,3,49,nan
42,3,50,5.79820496e+01
42,3,51,5.81191041e+01
42,3,52,nan
42,3,53,nan
42,3,54,nan
42,3,55,5.78783922e+01
42,3,56,5.93294209e+01
42,3,57,5.94296946e+01
42,3,58,6.13598627e+01
42,3,59,nan
42,3,60,5.81458101e+01
42,3,61,6.16942115e+01
42,3,62,6.08468017e+01
42,3,63,nan
42,3,64,nan
42,3,65,nan
42,3,66,nan
42,3,67,5.71597622e+01
42,3,68,6.32876878e+01
42,3,69,nan
42,3,70,nan
42,3,71,5.82064155e+01
42,3,72,nan
42,3,73,6.20586466e+01
42,3,74,nan
42,3,75,nan
42,3,76,nan
42,3,77,5.73359596e+01
42,3,78,5.86507792e+01
42,3,79,6.03282383e+01
42,3,80,nan
42,3,81,nan
42,3,82,5.81118517e+01
42,3,83,5.60557439e+01
42,3,84,nan
42,3,85,nan
42,3,86,nan
42,3,87,6.36416416e+01
42,3,88,6.07151289e+01
42,3,89,nan
42,3,90,5.63939526e+01
42,3,91,nan
42,3,92,nan
42,3,93,6.12742730e+01
42,3,94,nan
42,3,95,nan
42,3,96,nan
42,3,97,6.03047937e+01
42,3,98,5.82650018e+01
42,3,99,6.15378442e+01
42,4,0,nan
42,4,1,nan
42,4,2,nan
42,4,3,nan
42,4,4,5.80863701e+01
42,4,5,nan
42,4,6,nan
42,4,7,5.74657621e+01
42,4,8,5.78454850e+01
42,4,9,6.19679006e+01
42,4,10,nan
42,4,11,nan
42,4,12,5.92319153e+01
42,4,13,nan
42,4,14,6.23119885e+01
42,4,15,6.54603222e+01
42,4,16,5.61968294e+01
42,4,17,nan
42,4,18,nan
42,4,19,nan
42,4,20,6.36863584e+01
42,4,21,nan
42,4,22,nan
42,4,23,5.62262427e+01
42,4,24,6.02563576e+01
42,4,25,6.06590636e+01
42,4,26,nan
42,4,27,nan
42,4,28,5.84245106e+01
42,4,29,nan
42,4,30,5.80932725e+01
42,4,31,nan
42,4,32,nan
42,4,33,5.94536977e+01
42,4,34,nan
42,4,35,nan
42,4,36,nan
42,4,37,5.86532293e+01
42,4,38,5.79566431e+01
42,4,39,6.15112318e+01
42,4,40,nan
42,4,41,6.31413264e+01
42,4,42,6.43880521e+01
42,4,43,nan
42,4,44,nan
42,4,45,nan
42,4,46,6.03616603e+01
42,4,47,nan
42,4,48,nan
42,4,49,nan
42,4,50,nan
42,4,51,5.68560492e+01
42,4,52,5.53854305e+01
42,4,53,nan
42,4,54,nan
42,4,55,5.65738841e+01
42,4,56,5.72390210e+01
42,4,57,5.92936318e+01
42,4,58,5.94727564e+01
42,4,59,nan
42,4,60,6.05544985e+01
42,4,61,6.04305631e+01
42,4,62,nan
42,4,63,nan
42,4,64,nan
42,4,65,nan
42,4,66,nan
42,4,67,6.01712762e+01
42,4,68,5.88947061e+01
42,4,69,nan
42,4,70,5.97463822e+01
42,4,71,nan
42,4,72,nan
42,4,73,5.88265273e+01
42,4,74,5.60842785e+01
42,4,75,nan
42,4,76,nan
42,4,77,6.01548045e+01
42,4,78,6.17469789e+01
42,4,79,nan
42,4,80,5.84894719e+01
42,4,81,nan
42,4,82,5.97760606e+01
42,4,83,6.05972237e+01
42,4,84,nan
42,4,85,nan
42,4,86,6.10041466e+01
42,4,87,6.43066097e+01
42,4,88,6.03386222e+01
42,4,89,nan
42,4,90,nan
42,4,91,6.14019205e+01
42,4,92,5.98602234e+01
42,4,93,5.69648162e+01
42,4,94,nan
42,4,95,nan
42,4,96,6.23192878e+01
42,4,97,5.98369845e+01
42,4,98,nan
42,4,99,nan
42,5,0,nan
42,5,1,nan
42,5,2,6.15524953e+01
42,5,3,nan
42,5,4,nan
42,5,5,nan
42,5,6,nan
42,5,7,6.19469006e+01
42,5,8,5.99571369e+01
42,5,9,nan
42,5,10,6.02972434e+01
42,5,11,nan
42,5,12,nan
42,5,13,5.78591395e+01
42,5,14,nan
42,5,15,6.36942184e+01
42,5,16,5.84395765e+01
42,5,17,nan
42,5,18,nan
42,5,19,6.01337423e+01
42,5,20,5.83640315e+01
42,5,21,5.80722034e+01
42,5,22,5.85679842e+01
42,5,23,nan
42,5,24,5.84027895e+01
42,5,25,6.04586970e+01
42,5,26,nan
42,5,27,nan
42,5,28,nan
42,5,29,6.02445321e+01
42,5,30,nan
42,5,31,6.25058841e+01
42,5,32,5.72865889e+01
42,5,33,nan
42,5,34,6.03630161e+01
42,5,35,nan
42,5,36,nan
42,5,37,5.74273244e+01
42,5,38,6.15038305e+01
42,5,39,6.06542839e+01
42,5,40,nan
42,5,41,nan
42,5,42,6.12052859e+01
42,5,43,6.23402738e+01
42,5,44,nan
42,5,45,nan
42,5,46,nan
42,5,47,nan
42,5,48,nan
42,5,49,nan
42,5,50,nan
42,5,51,5.79967681e+01
42,5,52,5.75580053e+01
42,5,53,nan
42,5,54,nan
42,5,55,5.96787195e+01
42,5,56,5.94469520e+01
42,5,57,nan
42,5,58,nan
42,5,59,5.59681946e+01
42,5,60,6.46159700e+01
42,5,61,6.00579291e+01
42,5,62,nan
42,5,63,5.73905052e+01
42,5,64,nan
42,5,65,nan
42,5,66,nan
42,5,67,6.01887699e+01
42,5,68,6.02035984e+01
42,5,69,5.75775936e+01
42,5,70,5.89393680e+01
42,5,71,nan
42,5,72,nan
42,5,73,nan
42,5,74,5.83406357e+01
42,5,75,5.77327373e+01
42,5,76,5.52067268e+01
42,5,77,nan
42,5,78,5.92360937e+01
42,5,79,5.87162707e+01
42,5,80,nan
42,5,81,nan
42,5,82,nan
42,5,83,5.85886774e+01
42,5,84,5.97378576e+01
42,5,85,5.66693912e+01
42,5,86,nan
42,5,87,6.16405415e+01
42,5,88,nan
42,5,89,nan
42,5,90,6.31523177e+01
42,5,91,6.07117317e+01
42,5,92,nan
42,5,93,6.30466848e+01
42,5,94,nan
42,5,95,nan
42,5,96,6.24573565e+01
42,5,97,6.42419616e+01
42,5,98,nan
42,5,99,nan
42,6,0,6.03348531e+01
42,6,1,6.27562757e+01
42,6,2,6.25838113e+01
42,6,3,5.96332305e+01
42,6,4,nan
42,6,5,nan
42,6,6,nan
42,6,7,5.61554041e+01
42,6,8,5.94117719e+01
42,6,9,6.39736232e+01
42,6,10,6.29527231e+01
42,6,11,5.60107621e+01
42,6,12,nan
42,6,13,nan
42,6,14,6.23313976e+01
42,6,15,6.54638556e+01
42,6,16,5.61319462e+01
42,6,17,nan
42,6,18,nan
42,6,19,6.01412990e+01
42,6,20,6.00865307e+01
42,6,21,5.77507376e+01
42,6,22,6.01663063e+01
42,6,23,nan
42,6,24,nan
42,6,25,6.04967878e+01
42,6,26,5.83780427e+01
42,6,27,nan
42,6,28,nan
42,6,29,nan
42,6,30,nan
42,6,31,5.75865290e+01
42,6,32,5.88771730e+01
42,6,33,5.98749271e+01
42,6,34,5.89665120e+01
42,6,35,nan
42,6,36,nan
42,6,37,6.02236316e+01
42,6,38,6.04732396e+01
42,6,39,5.83635302e+01
42,6,40,nan
42,6,41,nan
42,6,42,6.24442227e+01
42,6,43,6.53835494e+01
42,6,44,5.58377921e+01
42,6,45,nan
42,6,46,nan
42,6,47,nan
42,6,48,5.97351490e+01
42,6,49,5.72039665e+01
42,6,50,5.77051089e+01
42,6,51,5.73229240e+01
42,6,52,nan
42,6,53,nan
42,6,54,5.81819884e+01
42,6,55,5.93412566e+01
42,6,56,5.99098322e+01
42,6,57,nan
42,6,58,nan
42,6,59,nan
42,6,60,6.21466176e+01
42,6,61,5.62549348e+01
42,6,62,nan
42,6,63,5.86332086e+01
42,6,64,nan
42,6,65,nan
42,6,66,6.07954686e+01
42,6,67,5.62499739e+01
42,6,68,6.13645448e+01
42,6,69,5.81859358e+01
42,6,70,5.84403237e+01
42,6,71,5.50471579e+01
42,6,72,nan
42,6,73,nan
42,6,74,6.27062926e+01
42,6,75,5.72233168e+01
42,6,76,nan
42,6,77,nan
42,6,78,nan
42,6,79,5.87581006e+01
42,6,80,nan
42,6,81,nan
42,6,82,5.81324038e+01
42,6,83,5.59250483e+01
42,6,84,6.13885233e+01
42,6,85,5.98898824e+01
42,6,86,nan
42,6,87,nan
42,6,88,nan
42,6,89,nan
42,6,90,6.03858648e+01
42,6,91,5.74929229e+01
42,6,92,6.27764093e+01
42,6,93,5.88373012e+01
42,6,94,nan
42,6,95,nan
42,6,96,5.85645493e+01
42,6,97,5.42050848e+01
42,6,98,nan
42,6,99,5.74075215e+01
42,7,0,nan
42,7,1,6.40219461e+01
42,7,2,6.25427229e+01
42,7,3,nan
42,7,4,nan
42,7,5,6.26126750e+01
42,7,6,nan
42,7,7,nan
42,7,8,5.92390514e+01
42,7,9,nan
42,7,10,6.38348682e+01
42,7,11,6.47092407e+01
42,7,12,nan
42,7,13,nan
42,7,14,nan
42,7,15,6.48690152e+01
42,7,16,6.36235064e+01
42,7,17,nan
42,7,18,nan
42,7,19,6.05463157e+01
