x,y,z,vz
0,5,73,nan
0,5,74,nan
0,5,75,nan
0,5,76,nan
0,5,77,nan
0,5,78,nan
0,5,79,nan
0,5,80,nan
0,5,81,nan
0,5,82,nan
0,5,83,nan
0,5,84,nan
0,5,85,nan
0,5,86,nan
0,5,87,nan
0,5,88,nan
0,5,89,nan
0,5,90,nan
0,5,91,nan
0,5,92,nan
0,5,93,nan
0,5,94,nan
0,5,95,nan
0,5,96,nan
0,5,97,nan
0,5,98,nan
0,5,99,nan
0,6,0,-5.01034402e+00
0,6,1,-4.43462579e+00
0,6,2,-4.22222525e+00
0,6,3,-4.10976945e+00
0,6,4,-4.05107483e+00
0,6,5,-4.02732380e+00
0,6,6,-4.02310201e+00
0,6,7,-4.02774435e+00
0,6,8,-4.03392949e+00
0,6,9,-4.03514383e+00
0,6,10,-4.02439172e+00
0,6,11,-4.00422374e+00
0,6,12,-3.98516026e+00
0,6,13,-3.97813579e+00
0,6,14,-3.97990912e+00
0,6,15,-3.98507349e+00
0,6,16,-3.99198473e+00
0,6,17,-3.99879230e+00
0,6,18,-4.00404630e+00
0,6,19,-4.01062041e+00
0,6,20,-4.02416245e+00
0,6,21,-4.04856641e+00
0,6,22,-4.08026660e+00
0,6,23,-4.10664171e+00
0,6,24,-4.11658852e+00
0,6,25,-4.11465711e+00
0,6,26,-4.10978640e+00
0,6,27,-4.10267451e+00
0,6,28,-4.09683970e+00
0,6,29,-4.10334533e+00
0,6,30,-4.12923410e+00
0,6,31,-4.16958740e+00
0,6,32,-4.20694317e+00
0,6,33,-4.22455432e+00
0,6,34,-4.22324608e+00
0,6,35,-4.20850062e+00
0,6,36,-4.18900508e+00
0,6,37,-4.17622678e+00
0,6,38,-4.16669492e+00
0,6,39,-4.15602911e+00
0,6,40,-4.14589908e+00
0,6,41,-4.14101540e+00
0,6,42,-4.14227898e+00
0,6,43,-4.15500958e+00
0,6,44,-4.18591758e+00
0,6,45,-4.23841001e+00
0,6,46,-4.31941936e+00
0,6,47,-4.43818257e+00
0,6,48,-4.61626577e+00
0,6,49,-4.90788097e+00
0,6,50,-5.58687864e+00
0,6,51,nan
0,6,52,nan
0,6,53,nan
0,6,54,nan
0,6,55,nan
0,6,56,nan
0,6,57,nan
0,6,58,nan
0,6,59,nan
0,6,60,nan
0,6,61,nan
0,6,62,nan
0,6,63,nan
0,6,64,nan
0,6,65,nan
0,6,66,nan
0,6,67,nan
0,6,68,nan
0,6,69,nan
0,6,70,nan
0,6,71,nan
0,6,72,nan
0,6,73,nan
0,6,74,nan
0,6,75,nan
0,6,76,nan
0,6,77,nan
0,6,78,nan
0,6,79,nan
0,6,80,nan
0,6,81,nan
0,6,82,nan
0,6,83,nan
0,6,84,nan
0,6,85,nan
0,6,86,nan
0,6,87,nan
0,6,88,nan
